@id,count
2052-4897,191
2052-4900,92
2052-4919,92
2052-496X,132
2052-4986,11
2052-4994,58
2052-5206,307
2052-5397,54
2052-546X,93
2052-5648,224
2052-5656,224
2052-5907,24
2052-5931,57
2052-594X,1
2052-5958,9
2052-5966,3
2052-6113,75
2052-6121,247
2052-6148,54
2052-6156,43
2052-6180,11
2052-6199,7
2052-6202,3
2052-6210,5
2052-6229,8
2052-6237,10
2052-644X,18
2052-6687,37
2052-6695,43
2052-6709,43
2052-6946,9
2052-6954,7
2052-6962,6
2052-7217,16
2052-7276,101
2052-773X,52
2052-7756,440
2052-7764,87
2052-7772,87
2052-7888,7
2052-7896,16
2052-7993,1
2052-8000,4
2052-8388,52
2052-8396,87
2052-8418,46
2052-8426,46
2052-8434,29
2052-8442,29
2052-8450,6
2052-8469,6
2052-868X,44
2052-8698,44
2052-8817,238
2052-9015,85
2052-9023,85
2052-9341,8
2052-935X,7
2052-9449,358
2052-9538,135
2052-9597,48
2053-0196,63
2053-020X,63
2053-0242,60
2053-0250,60
2053-051X,450
2053-0811,26
2053-082X,26
2053-0846,10
2053-0854,10
2053-0862,196
2053-0870,196
2053-0889,375
2053-0897,375
2053-0927,1
2053-1095,48
2053-1273,10
2053-1389,75
2053-1397,75
2053-1400,230
2053-1419,230
2053-1532,78
2053-1540,78
2053-1583,393
2053-1591,1414
2053-1613,70
2053-1621,67
2053-163X,56
2053-1680,128
2053-1699,17
2053-1702,29
2053-1710,29
2053-1788,10
2053-1796,10
2053-213X,2
2053-2296,581
2053-230X,704
2053-2350,44
2053-2393,29
2053-2466,16
2053-2474,16
2053-2482,3
2053-2695,24
2053-2733,3475
2053-3292,92
2053-3306,92
2053-339X,41
2053-3624,312
2053-3640,4
2053-3659,4
2053-3691,104
2053-3705,104
2053-3713,103
2053-3721,270
2053-4345,39
2053-4353,39
2053-4477,98
2053-4485,98
2053-4515,59
2053-4604,58
2053-4620,48
2053-4701,18
2053-4744,48
2053-4825,11
2053-4833,33
2053-4841,33
2053-4868,135
2053-4892,148
2053-5309,5
2053-5341,49
2053-535X,73
2053-5767,3
2053-5775,12
2053-6178,419
2053-6186,5471
2053-633X,110
2053-6402,67
2053-6410,67
2053-6429,65
2053-6437,65
2053-6623,2
2053-6712,31
2053-6739,6
2053-6844,33
2053-7107,2
2053-714X,266
2053-7166,57
2053-7212,2
2053-7352,62
2053-7387,151
2053-7395,111
2053-7565,27
2053-7646,37
2053-7662,20
2053-7670,1
2053-7751,57
2053-7778,159
2053-8790,102
2053-8855,230
2053-8871,58
2053-888X,149
2053-8898,49
2053-9320,47
2053-9339,32
2053-9517,131
2053-9681,69
2053-969X,9
2053-9711,156
2053-9843,24
2054-0795,57
2054-0809,34
2054-0817,34
2054-0841,5
2054-0892,50
2054-0906,50
2054-099X,24
2054-1007,24
2054-1058,69
2054-1112,2
2054-1139,42
2054-1147,42
2054-1155,62
2054-1163,62
2054-1481,1
2054-1945,6
2054-1953,24
2054-1961,35
2054-1988,43
2054-1996,43
2054-2232,17
2054-2240,29
2054-2577,132
2054-2585,132
2054-2690,18
2054-2704,183
2054-3085,28
2054-314X,36
2054-3425,13
2054-345X,107
2054-3581,139
2054-4049,26
2054-4154,1
2054-4170,36
2054-4200,21
2054-4251,63
2054-4642,75
2054-4650,75
2054-4715,47
2054-4723,5
2054-4774,80
2054-5703,728
2054-5819,49
2054-5827,49
2054-6440,96
2054-6459,96
2054-6467,91
2054-6475,91
2054-6483,28
2054-6491,28
2054-6505,83
2054-6513,83
2054-670X,54
2054-703X,18
2054-7064,28
2054-7072,47
2054-7099,36
2054-7102,17
2054-7161,8
2054-717X,11
2054-720X,3
2054-7390,99
2054-7404,194
2054-7412,55
2054-7420,106
2054-7617,473
2054-7668,40
2054-7676,30
2054-8079,5
2054-8087,5
2054-8397,220
2054-8508,433
2054-8818,4
2054-8923,39
2054-9040,16
2054-9318,63
2054-9369,103
2054-9547,19
2054-9555,19
2054-9571,323
2054-958X,38
2054-9865,7
2054-9873,4
2054-9881,2
2054-989X,3
2054-9903,3
2054-9911,11
2054-992X,10
2055-026X,205
2055-0278,456
2055-0286,558
2055-0294,69
2055-0308,26
2055-0316,26
2055-0324,46
2055-0332,46
2055-0340,38
2055-0359,38
2055-0391,121
2055-0456,197
2055-0464,197
2055-0472,136
2055-074X,28
2055-0758,28
2055-088X,2
2055-0898,4
2055-0901,3
2055-091X,43
2055-0928,121
2055-0936,39
2055-0944,32
2055-0952,32
2055-1010,171
2055-1029,83
2055-1045,155
2055-1126,18
2055-1169,103
2055-1266,72
2055-1703,31
2055-1711,31
2055-1940,44
2055-1959,44
2055-2076,48
2055-2106,26
2055-2114,26
2055-2173,63
2055-222X,24
2055-2238,86
2055-2386,15
2055-2394,3
2055-2408,5
2055-2823,42
2055-2831,33
2055-298X,17
2055-3390,69
2055-3447,6
2055-348X,55
2055-3498,55
2055-3501,17
2055-351X,17
2055-4788,22
2055-4796,3
2055-4877,22
2055-4893,3
2055-4990,34
2055-5008,40
2055-5520,23
2055-5563,77
2055-5571,77
2055-5601,14
2055-561X,29
2055-5636,41
2055-5644,41
2055-5660,51
2055-5695,28
2055-5784,118
2055-5792,24
2055-5822,126
2055-5911,58
2055-6039,30
2055-6047,30
2055-6128,34
2055-6225,85
2055-6365,57
2055-6373,57
2055-642X,71
2055-6683,24
2055-6756,72
2055-6764,72
2055-6780,7
2055-6799,7
2055-6837,120
2055-6845,120
2055-7000,6
2055-7094,21
2055-7124,82
2055-7132,38
2055-7140,38
2055-7159,217
2055-7205,5
2055-7426,23
2055-7434,58
2055-7647,97
2055-7671,174
2055-768X,174
2055-7752,20
2055-7760,20
2055-7787,5
2055-7795,22
2055-7973,39
2055-7981,39
2055-8074,71
2055-8260,38
2056-2802,57
2056-3035,30
2056-3043,30
2056-3051,177
2056-306X,60
2056-3132,9
2056-3272,31
2056-3280,31
2056-3299,24
2056-3418,90
2056-3426,90
2056-3450,76
2056-3485,36
2056-3515,17
2056-354X,14
2056-3779,4
2056-3841,50
2056-3868,38
2056-3922,244
2056-3930,184
2056-3973,30
2056-4007,114
2056-4023,15
2056-4031,15
2056-404X,6
2056-4058,6
2056-4074,58
2056-4112,49
2056-4120,49
2056-4139,182
2056-4260,76
2056-4406,63
2056-4414,63
2056-4538,61
2056-4546,105
2056-4678,133
2056-4686,133
2056-4694,239
2056-4708,239
2056-4724,99
2056-4880,45
2056-4902,50
2056-4929,25
2056-4945,24
2056-4961,63
2056-5135,111
2056-5542,15
2056-5607,42
2056-5623,150
2056-5666,205
2056-5690,4
2056-5747,5
2056-5909,56
2056-5917,63
2056-5933,175
2056-5968,100
2056-6077,100
2056-6085,26
2056-6093,27
2056-6107,27
2056-6115,15
2056-6328,467
2056-6360,153
2056-6387,37
2056-6522,10
2056-6646,12
2056-6689,141
2056-6697,442
2056-6700,30
2056-676X,181
2056-7111,48
2056-7189,30
2056-7405,64
2056-7529,50
2056-757X,38
2056-7731,77
2056-7790,36
2056-7863,100
2056-7936,13
2056-7944,34
2056-807X,16
2056-8339,59
2056-8487,44
2056-8819,31
2056-8827,58
2056-9017,84
2056-9157,6
2056-9203,26
2056-9211,26
2056-9432,4
2056-9440,4
2056-9459,30
2056-9467,30
2056-9548,18
2056-9785,87
2056-9793,87
2056-9866,7
2056-9890,1618
2056-9912,4
2056-9920,53
2056-9971,103
2056-998X,103
2057-0082,28
2057-0155,987
2057-0163,25
2057-0198,52
2057-0201,52
2057-0341,17
2057-035X,17
2057-0384,24
2057-0392,24
2057-0473,56
2057-0481,56
2057-150X,51
2057-1518,51
2057-1569,1
2057-1577,58
2057-1585,141
2057-1593,141
2057-1607,145
2057-1631,1
2057-164X,1
2057-1682,68
2057-1690,77
2057-1720,13
2057-1739,23
2057-178X,10
2057-1976,191
2057-2085,23
2057-2093,23
2057-2107,33
2057-2182,11
2057-2212,27
2057-3111,3
2057-3170,34
2057-3189,34
2057-3219,1
2057-3316,30
2057-3324,30
2057-3782,25
2057-3804,15
2057-3960,36
2057-3995,12
2057-4347,47
2057-4517,6
2057-4525,6
2057-4711,3
2057-4908,52
2057-4967,61
2057-4991,15
2057-5637,23
2057-5645,23
2057-5696,23
2057-570X,10
2057-5858,57
2057-5874,12
2057-6730,77
2057-7176,38
2057-7540,38
2057-7559,9
2057-889X,42
2057-8911,45
2057-892X,45
2058-1742,91
2058-1831,19
2058-184X,19
2058-3273,11
2058-3702,94
2058-3869,22
2058-4555,85
2058-4563,85
2058-4571,26
2058-458X,26
2058-4601,39
2058-4881,17
2058-4903,7
2058-492X,5
2058-5012,20
2058-5098,11
2058-5225,91
2058-5241,63
2058-5276,286
2058-5314,83
2058-5349,149
2058-5357,149
2058-5462,73
2058-5543,8
2058-5888,39
2058-5985,13
2058-6124,71
2058-6205,12
2058-6310,50
2058-6345,15
2058-637X,13
2058-6906,11
2058-7058,1703
2058-7430,24
2058-7449,24
2058-7546,225
2058-7716,152
2058-8356,14
2058-8410,53
2058-8437,113
2058-8496,14
2058-850X,14
2058-8585,28
2058-8615,17
2058-8690,16
2058-9158,10
2058-9506,34
2058-9565,11
2058-9689,50
2058-9883,91
2059-0008,4
2059-0105,16
2059-0377,61
2059-0393,186
2059-0512,57
2059-0628,32
2059-0644,27
2059-0776,16
2059-0784,16
2059-089X,5
2059-0903,5
2059-1047,22
2059-1055,22
2059-1098,59
2059-1381,77
2059-1403,44
2059-1594,41
2059-1632,28
2059-1640,28
2059-2302,245
2059-2329,166
2059-268X,59
2059-2949,5
2059-3031,36
2059-3635,21
2059-3708,25
2059-3716,12
2059-4291,27
2059-4364,33
2059-4372,33
2059-4496,20
2059-4631,29
2059-481X,5
2059-4828,61
2059-4879,16
2059-4909,20
2059-4917,19
2059-5026,19
2059-5131,16
2059-5166,26
2059-5794,34
2059-5816,24
2059-5891,28
2059-5999,38
2059-6014,28
2059-6464,380
2059-6553,2
2059-6987,7
2059-7029,82
2059-7126,17
2059-7347,18
2059-7525,156
2059-7754,52
2059-7762,52
2059-7800,97
2059-7908,90
2059-7940,16
2059-7983,135
2059-7991,33
2059-8025,61
2059-8033,69
2059-8521,739
2059-8556,12
2059-8564,15
2059-8688,29
2059-8696,29
2059-9773,57
2059-9781,48
2060-0305,25
2060-0623,46
2060-2782,25
2060-4475,25
2060-467X,30
2060-5587,11
2061-1617,96
2061-5094,96
2061-5558,62
2061-6678,15
2061-862X,76
2061-9588,53
2062-0284,58
2062-0810,55
2062-087X,62
2062-249X,129
2062-2597,141
2062-509X,97
2062-5871,174
2062-6711,24
2062-8633,97
2062-9923,121
2063-0212,129
2063-0468,105
2063-0476,69
2063-1588,27
2063-4153,7
2063-4269,55
2063-4552,10
2063-5303,174
2063-6415,68
2063-644X,58
2063-7330,45
2063-9538,39
2063-9546,8
2064-0404,26
2064-2172,18
2064-2199,111
2064-2474,40
2064-2504,9
2064-2520,29
2064-261X,18
2064-3101,9
2064-4027,96
2064-4477,74
2064-4507,52
2064-4981,29
2064-5031,78
2064-5147,78
2064-5228,73
2064-5260,75
2064-5279,75
2064-5929,19
2064-6038,55
2064-7816,34
2064-8243,24
2064-8251,17
2064-8839,2
2064-9231,41
2064-9479,34
2064-9584,36
2064-9622,54
2064-9908,134
2064-9940,28
2065-0574,42
2065-2445,78
2065-4421,20
2065-5940,79
2065-9644,5
2066-0464,26
2066-2203,64
2066-3129,16
2066-4273,16
2066-5377,45
2066-6934,50
2066-7329,69
2066-7744,22
2066-7752,46
2066-7760,39
2066-7779,64
2066-8201,171
2066-8643,277
2066-8732,5
2066-8872,241
2067-0621,27
2067-1865,125
2067-2284,40
2067-2446,37
2067-2705,29
2067-3205,252
2067-3264,252
2067-4635,72
2067-9270,69
2067-9440,12
2067-9696,24
2068-0236,85
2068-1151,1
2068-2956,10
2068-2964,22
2068-4673,80
2068-4738,80
2068-7249,45
2068-7583,34
2068-8016,26
2068-8717,55
2069-0533,124
2069-1971,10
2069-3192,26
2069-4733,71
2069-7244,46
2069-7597,77
2069-7619,77
2069-8534,64
2069-9387,85
2070-0083,249
2070-0237,101
2070-0245,101
2070-0393,260
2070-0466,71
2070-0474,71
2070-0482,190
2070-0490,190
2070-0504,141
2070-0555,141
2070-0733,170
2070-1810,32
2070-1845,60
2070-2051,455
2070-206X,455
2070-2620,116
2070-2639,116
2070-2779,196
2070-3147,65
2070-3155,15
2070-4658,107
2070-478X,67
2070-4909,61
2070-4933,39
2070-4976,13
2070-5204,303
2070-5379,151
2070-626X,47
2070-7401,80
2070-7428,284
2070-7568,189
2070-7746,25
2070-8955,341
2070-8998,41
2070-9781,75
2071-0186,434
2071-0194,434
2071-0216,149
2071-0240,269
2071-0305,175
2071-0410,82
2071-0437,64
2071-0763,101
2071-0771,65
2071-078X,80
2071-0917,98
2071-1050,2741
2071-1409,399
2071-2219,54
2071-2243,147
2071-2367,306
2071-257X,21
2071-2898,152
2071-2901,152
2071-2928,217
2071-2936,217
2071-3053,61
2071-3185,10
2071-3665,266
2071-4726,175
2071-4807,36
2071-5021,60
2071-5323,194
2071-5692,29
2071-7113,9
2071-7318,191
2071-7733,377
2071-789X,138
2071-8330,75
2071-8713,136
2071-8721,141
2071-9140,252
2071-9388,134
2071-9620,99
2071-9639,350
2071-9728,66
2071-9736,32
2072-0076,16
2072-0181,50
2072-0351,177
2072-036X,6
2072-0378,177
2072-0505,384
2072-0726,33
2072-0807,41
2072-0815,24
2072-0823,35
2072-0831,878
2072-084X,23
2072-0904,88
2072-1315,91
2072-1439,1043
2072-1633,345
2072-1668,72
2072-1978,94
2072-2672,112
2072-2680,20
2072-3016,67
2072-3024,63
2072-3032,42
2072-3040,32
2072-3059,12
2072-3105,32
2072-4160,35
2072-4292,2417
2072-473X,126
2072-4748,18
2072-6406,80
2072-6414,310
2072-6589,62
2072-6643,1824
2072-6651,925
2072-666X,477
2072-6694,363
2072-6732,15
2072-6805,100
2072-7151,50
2072-7593,79
2072-8050,679
2072-8069,11
2072-8107,109
2072-8166,55
2072-8174,47
2072-8212,70
2072-8352,11
2072-8360,22
2072-8379,32
2072-845X,71
2072-8557,32
2072-8662,13
2072-909X,156
2072-9146,223
2072-9480,129
2072-9510,12
2072-9812,45
2073-0462,323
2073-073X,24
2073-106X,98
2073-1442,85
2073-1450,124
2073-1558,98
2073-2333,184
2073-2724,6
2073-2740,30
2073-3909,111
2073-431X,54
2073-4336,88
2073-4344,381
2073-4352,259
2073-4360,756
2073-4395,131
2073-4409,145
2073-4425,280
2073-4433,321
2073-4441,1174
2073-445X,159
2073-4468,63
2073-4735,198
2073-4867,142
2073-4972,3
2073-5073,125
2073-6185,194
2073-6606,66
2073-6681,66
2073-7203,40
2073-7211,40
2073-7602,69
2073-8137,511
2073-8560,235
2073-8684,130
2073-8803,50
2073-8994,329
2073-9125,25
2073-9729,55
2073-9826,86
2073-9915,18
2073-9990,40
2074-0492,12
2074-1227,24
2074-1243,9
2074-1472,6
2074-1529,140
2074-1693,34
2074-1804,1021
2074-1812,1021
2074-1855,70
2074-1863,126
2074-1871,126
2074-2711,231
2074-272X,120
2074-2827,38
2074-2835,29
2074-2908,138
2074-2967,10
2074-4870,21
2074-4897,21
2074-5346,24
2074-5648,149
2074-5656,21
2074-5885,222
2074-6857,167
2074-7705,228
2074-8515,2
2074-8655,17
2074-9007,348
2074-9015,348
2074-9023,143
2074-9031,143
2074-904X,302
2074-9058,302
2074-9074,266
2074-9082,258
2074-9090,279
2074-9104,279
2074-9848,116
2075-0161,280
2075-017X,280
2075-051X,161
2075-0528,186
2075-0781,218
2075-0862,257
2075-0927,101
2075-1087,127
2075-1109,127
2075-1117,113
2075-1125,113
2075-1133,350
2075-115X,350
2075-1230,100
2075-1303,82
2075-1354,170
2075-1508,113
2075-163X,228
2075-1680,83
2075-1702,60
2075-1729,189
2075-2067,246
2075-2180,918
2075-3470,99
2075-4000,165
2075-4094,409
2075-4124,319
2075-4418,96
2075-4426,82
2075-4434,121
2075-4442,94
2075-4450,204
2075-4655,2
2075-4663,98
2075-4698,124
2075-4701,536
2075-471X,121
2075-4892,243
2075-5023,5
2075-5279,128
2075-5309,178
2075-5384,137
2075-5597,317
2075-6240,12
2075-6291,38
2075-6461,83
2075-7107,319
2075-7794,212
2075-809X,36
2075-8545,49
2075-8669,10
2075-9010,2
2075-9061,1
2075-907X,18
2075-9088,1
2075-9827,130
2075-9908,1365
2076-0299,311
2076-0493,50
2076-0558,68
2076-0752,42
2076-0760,211
2076-0787,180
2076-0817,174
2076-0825,64
2076-0906,127
2076-099X,17
2076-1449,90
2076-2429,201
2076-2607,107
2076-2615,209
2076-2674,61
2076-2909,3
2076-3263,92
2076-3271,44
2076-328X,98
2076-3298,90
2076-3387,60
2076-3417,640
2076-3425,130
2076-3433,164
2076-3905,92
2076-3921,151
2076-393X,139
2076-4103,29
2076-4243,178
2076-4324,10
2076-4332,10
2076-4359,279
2076-5061,1
2076-5827,119
2076-5959,151
2076-6270,14
2076-6297,65
2076-6734,279
2076-6866,11
2076-7714,8
2076-9172,121
2076-944X,69
2076-9539,90
2076-9741,45
2077-0227,30
2077-0375,151
2077-0383,335
2077-0464,2
2077-0472,153
2077-1177,9
2077-1312,197
2077-1371,127
2077-1444,311
2077-1460,127
2077-1517,43
2077-1746,109
2077-1770,585
2077-1800,128
2077-1886,44
2077-2548,61
2077-3587,24
2077-3757,97
2077-4001,21
2077-4079,37
2077-429X,233
2077-4303,233
2077-4907,22
2077-5253,90
2077-5415,28
2077-5504,24
2077-6322,7
2077-6624,1043
2077-6772,248
2077-7019,48
2077-7469,99
2077-7566,61
2077-8155,18
2077-8333,60
2077-964X,20
2077-9828,49
2077-9917,96
2078-0257,17
2078-0273,1
2078-0303,128
2078-032X,10
2078-0346,13
2078-0389,36
2078-0397,36
2078-0400,69
2078-0575,55
2078-1083,8
2078-1296,21
2078-1458,54
2078-1520,70
2078-1547,73
2078-1865,60
2078-2454,7
2078-2462,7
2078-2489,170
2078-502X,130
2078-5127,117
2078-5135,1392
2078-5151,57
2078-516X,266
2078-5429,99
2078-5658,33
2078-6190,206
2078-6204,206
2078-6336,132
2078-6344,132
2078-6751,183
2078-676X,44
2078-6778,118
2078-6786,141
2078-6891,99
2078-6913,204
2078-774X,71
2078-7898,59
2078-8495,60
2078-8665,151
2078-8703,135
2078-8711,73
2078-8886,221
2078-8975,108
2078-8983,108
2078-9017,186
2078-9130,36
2078-9181,825
2078-9424,15
2078-9599,825
2079-0031,73
2079-0333,118
2079-0392,76
2079-052X,362
2079-0538,6
2079-0570,172
2079-0589,172
2079-0597,263
2079-0600,263
2079-0694,411
2079-0864,135
2079-0872,135
2079-0961,115
2079-0988,115
2079-1704,127
2079-2115,144
2079-2123,66
2079-2883,203
2079-312X,23
2079-3197,99
2079-3200,49
2079-3316,1
2079-3553,81
2079-3715,95
2079-3871,94
2079-4665,189
2079-4983,114
2079-4991,435
2079-5165,13
2079-5343,55
2079-5459,117
2079-553X,269
2079-5629,250
2079-5912,76
2079-5939,145
2079-6080,28
2079-6374,141
2079-6382,121
2079-6412,174
2079-6439,87
2079-6617,145
2079-701X,399
2079-7192,411
2079-7222,46
2079-7338,61
2079-7362,76
2079-7370,70
2079-7567,26
2079-7737,150
2079-7850,210
2079-7877,112
2079-8156,274
2079-8245,43
2079-8555,119
2079-8784,280
2079-8954,89
2079-9268,57
2079-9276,131
2079-9284,93
2079-9292,200
2079-9705,131
2079-9713,131
2079-9721,88
2079-9780,32
2079-9799,32
2079-9926,111
2080-0150,120
2080-0339,45
2080-1068,47
2080-1084,11
2080-1211,41
2080-1297,7
2080-1807,98
2080-2005,55
2080-2021,49
2080-2145,98
2080-2218,6
2080-2234,74
2080-2242,145
2080-4075,167
2080-458X,29
2080-4873,290
2080-4881,460
2080-5187,85
2080-5209,12
2080-5268,99
2080-5519,37
2080-5926,68
2080-5985,72
2080-5993,85
2080-6000,118
2080-6574,68
2080-6604,95
2080-6736,35
2080-8208,10
2080-8313,32
2080-850X,127
2080-9069,182
2080-9476,20
2080-9506,121
2080-9999,31
2081-0644,61
2081-0768,42
2081-1284,42
2081-1330,14
2081-1632,90
2081-1837,33
2081-2221,7
2081-2264,35
2081-237X,60
2081-2515,116
2081-321X,17
2081-3252,138
2081-3287,42
2081-3767,14
2081-4461,18
2081-4836,22
2081-5441,7
2081-545X,10
2081-5735,58
2081-5891,70
2081-6383,125
2081-6774,1
2081-6936,90
2081-7029,23
2081-7452,38
2081-8130,132
2081-8262,76
2081-8270,27
2081-8718,24
2081-8742,54
2081-9390,379
2081-9463,12
2081-9579,55
2081-9617,73
2081-9943,47
2082-0259,46
2082-0623,199
2082-1344,118
2082-2863,8
2082-369X,25
2082-4149,34
2082-4351,26
2082-4459,26
2082-5102,62
2082-5951,73
2082-6060,64
2082-6737,123
2082-6931,19
2082-7008,13
2082-7865,329
2082-792X,13
2082-8411,53
2082-8578,64
2082-8691,67
2082-8799,80
2082-8926,89
2082-968X,9
2082-9701,88
2082-9825,54
2082-9876,53
2083-0025,9
2083-0157,223
2083-103X,68
2083-1277,130
2083-1331,21
2083-134X,321
2083-1617,53
2083-1862,144
2083-1978,183
2083-1986,59
2083-2567,60
2083-3156,45
2083-3520,7
2083-3563,10
2083-358X,28
2083-3601,21
2083-361X,8
2083-3628,21
2083-3636,15
2083-4039,56
2083-4373,47
2083-4381,13
2083-4535,101
2083-4543,201
2083-4594,84
2083-4608,129
2083-4616,75
2083-4772,11
2083-4799,72
2083-4810,136
2083-4829,100
2083-5205,110
2083-5736,145
2083-5892,204
2083-5906,52
2083-5965,58
2083-599X,61
2083-6007,88
2083-6023,92
2083-6090,35
2083-6104,50
2083-6112,5
2083-6139,81
2083-6325,107
2083-6473,217
2083-6759,6
2083-7402,24
2083-7429,192
2083-7755,48
2083-8018,108
2083-8204,25
2083-828X,9
2083-8298,96
2083-831X,117
2083-8441,60
2083-8492,187
2083-8506,41
2083-8573,58
2083-9480,2219
2083-9782,101
2083-9952,19
2084-0098,1
2084-0365,36
2084-0373,50
2084-0381,28
2084-0535,70
2084-0845,79
2084-1264,35
2084-137X,13
2084-140X,4
2084-1531,12
2084-1965,85
2084-2937,99
2084-3011,155
2084-3356,70
2084-3364,99
2084-3550,29
2084-3844,11
2084-3860,1
2084-3933,1
2084-395X,8
2084-4077,7
2084-4158,127
2084-4174,199
2084-4298,16
2084-4301,30
2084-431X,26
2084-4336,174
2084-4352,112
2084-4409,14
2084-4441,19
2084-4506,37
2084-4514,72
2084-4883,229
2084-4905,201
2084-5057,10
2084-5308,106
2084-5456,45
2084-574X,52
2084-6118,83
2084-6819,16
2084-6827,3
2084-6835,2
2084-6843,11
2084-6991,100
2084-7173,4
2084-7181,1
2084-7203,15
2084-722X,6
2084-7246,2
2084-7629,13
2084-7653,2
2084-767X,1
2084-7688,1
2084-7963,67
2084-8021,58
2084-8404,131
2084-8595,21
2084-879X,31
2084-8803,14
2084-8838,14
2084-8846,4
2084-8862,9
2085-0344,45
2085-1057,51
2085-1103,78
2085-1227,30
2085-1243,108
2085-1367,59
2085-1618,44
2085-1669,14
2085-191X,51
2085-2118,10
2085-2916,66
2085-3297,58
2085-3653,2
2085-3688,103
2085-4102,31
2085-4145,49
2085-4315,40
2085-4323,83
2085-4447,15
2085-4722,200
2085-4927,7
2085-5044,30
2085-5893,10
2085-627X,16
2085-6717,71
2085-675X,24
2085-6830,169
2085-7268,105
2085-8345,2
2085-868X,24
2085-9325,74
2085-9872,39
2086-0064,28
2086-0382,46
2086-0668,45
2086-1249,49
2086-1400,35
2086-1710,42
2086-1753,24
2086-2334,28
2086-2636,44
2086-2695,83
2086-3128,39
2086-3632,31
2086-3802,39
2086-4639,95
2086-4701,50
2086-4930,25
2086-5023,62
2086-5198,6
2086-5465,15
2086-6313,1
2086-7050,59
2086-7549,7
2086-7603,62
2086-8952,37
2086-9614,334
2087-0442,34
2087-0469,67
2087-0620,18
2087-0965,48
2087-1228,156
2087-1244,137
2087-135X,248
2087-1880,8
2087-2038,72
2087-2046,76
2087-2100,334
2087-2534,76
2087-278X,1188
2087-2852,44
2087-3379,45
2087-3735,118
2087-3948,110
2087-3956,110
2087-4294,14
2087-4634,98
2087-4871,40
2087-5517,83
2087-5886,169
2087-6017,7
2087-7013,7
2087-7021,37
2087-703X,44
2087-7099,55
2087-7439,49
2087-751X,78
2087-7811,15
2087-8273,96
2087-8575,58
2087-8710,13
2087-8885,37
2087-9385,64
2087-9733,8
2088-026X,50
2088-2033,24
2088-2831,18
2088-2866,35
2088-2947,67
2088-3390,3
2088-3439,73
2088-3587,85
2088-3706,44
2088-3714,40
2088-4095,1
2088-4230,7
2088-4559,53
2088-4613,15
2088-4842,77
2088-5334,415
2088-5350,45
2088-5415,62
2088-6691,1
2088-6845,43
2088-6985,45
2088-7000,70
2088-7043,49
2088-7051,43
2088-7523,79
2088-7612,48
2088-768X,65
2088-7698,50
2088-7841,40
2088-785X,118
2088-7957,91
2088-8430,77
2088-8449,85
2088-8694,362
2088-8708,471
2088-9402,12
2088-9623,51
2088-9704,47
2088-9801,9
2088-9860,72
2089-0133,82
2089-0257,48
2089-1180,174
2089-1490,30
2089-1946,141
2089-2063,67
2089-2241,50
2089-3191,201
2089-3272,70
2089-3299,2
2089-3337,6
2089-3566,34
2089-3833,87
2089-4856,27
2089-5631,17
2089-5690,49
2089-5879,97
2089-6131,24
2089-6239,15
2089-6271,53
2089-6328,5
2089-6514,22
2089-6549,44
2089-6867,47
2089-6980,47
2089-7235,24
2089-7642,76
2089-7693,54
2089-7790,71
2089-791X,20
2089-7928,67
2089-8703,45
2089-9084,99
2089-9823,126
2090-0007,57
2090-0015,57
2090-0023,86
2090-0031,86
2090-004X,763
2090-0058,763
2090-0104,21
2090-0112,21
2090-0120,47
2090-0139,47
2090-0147,234
2090-0155,234
2090-0163,11
2090-0171,11
2090-0201,13
2090-021X,13
2090-0252,36
2090-0368,59
2090-0384,74
2090-0392,74
2090-0406,53
2090-0414,53
2090-0422,67
2090-0430,67
2090-0481,12
2090-052X,18
2090-0597,84
2090-0686,118
2090-0708,167
2090-0716,167
2090-0724,92
2090-0732,92
2090-0740,164
2090-0899,1
2090-0902,85
2090-097X,62
2090-1232,309
2090-1240,71
2090-1259,71
2090-1267,40
2090-1275,40
2090-1283,19
2090-1291,19
2090-1305,75
2090-1313,75
2090-1321,53
