@id,count
2007-5057,217
2007-5227,69
2007-526X,31
2007-5472,45
2007-5979,21
2007-6142,71
2007-6584,5
2007-6819,74
2007-6835,58
2007-736X,21
2007-7459,220
2007-7467,245
2007-8064,86
2007-8080,22
2007-8498,83
2007-8846,1
2007-8854,44
2007-901X,20
2007-9028,20
2007-9621,102
2007-9737,142
2007-977X,30
2007-9869,42
2007-9907,57
2007-9915,42
2007-9990,46
2008-000X,150
2008-126X,21
2008-1359,87
2008-2053,61
2008-210X,92
2008-2118,92
2008-2142,228
2008-2150,228
2008-2231,162
2008-2398,124
2008-2401,124
2008-2622,2
2008-2630,2
2008-2711,423
2008-2819,16
2008-3084,34
2008-322X,211
2008-336X,34
2008-3556,77
2008-3645,617
2008-4072,61
2008-4161,617
2008-4676,9
2008-4935,96
2008-5117,101
2008-5230,44
2008-5249,44
2008-5842,303
2008-6695,80
2008-6830,89
2008-6970,99
2008-7209,150
2008-7284,80
2008-7667,26
2008-7748,19
2008-7756,19
2008-7802,272
2008-7977,17
2008-8698,15
2008-8701,15
2008-8752,173
2008-9082,105
2008-9163,137
2008-9244,132
2008-9295,102
2008-952X,80
2008-9783,62
2008-9953,105
2009-0021,2
2009-3829,60
2009-4507,29
2009-7298,7
2009-826X,17
2009-8278,27
2009-8618,66
2009-8626,20
2009-9029,19
2009-9479,7
2009-972X,10
2010-006X,10
2010-0078,60
2010-0086,60
2010-0094,4
2010-0221,282
2010-023X,200
2010-0248,152
2010-0264,447
2010-0981,80
2010-1058,166
2010-1325,112
2010-1333,112
2010-135X,130
2010-1368,130
2010-1392,62
2010-1406,62
2010-1945,847
2010-2283,41
2010-314X,47
2010-3247,91
2010-3255,91
2010-3263,57
2010-3271,57
2010-362X,126
2010-3638,143
2010-3646,494
2010-3654,116
2010-3689,473
2010-3697,210
2010-3700,217
2010-3719,235
2010-3743,194
2010-3751,224
2010-4618,24
2010-4626,2
2010-4812,45
2010-4936,24
2010-4952,60
2010-4960,60
2011-0049,57
2011-0324,138
2011-0413,9
2011-0731,47
2011-1177,7
2011-1703,18
2011-1711,60
2011-2084,58
2011-2106,36
2011-2173,74
2011-219X,32
2011-2734,101
2011-2742,110
2011-2769,65
2011-2777,409
2011-3080,23
2011-3188,43
2011-3668,173
2011-3757,83
2011-4532,23
2011-4990,10
2011-5253,78
2011-5415,56
2011-5474,21
2011-6721,31
2011-7477,60
2011-7485,71
2011-7531,137
2011-7574,53
2011-7922,58
2011-804X,50
2011-8643,13
2011-9097,47
2011-9771,68
2012-3981,102
2012-5720,26
2012-6182,14
2012-6883,64
2012-7081,32
2012-8169,57
2012-8231,63
2012-855X,12
2012-9149,10
2012-9939,5
2012-998X,53
2013-035X,30
2013-0953,223
2013-2514,232
2013-3901,121
2013-4479,88
2013-5106,16
2013-5114,11
2013-5246,38
2013-570X,17
2013-6196,58
2013-6374,69
2013-6889,23
2013-7338,19
2013-8423,223
2013-8644,25
2013-8857,19
2013-9004,109
2014-0983,103
2014-1130,117
2014-2862,27
2014-3567,35
2014-3575,21
2014-3591,27
2014-3605,43
2014-3613,27
2014-3621,35
2014-3680,38
2014-3885,8
2014-4512,127
2014-4520,76
2014-4806,18
2014-4865,18
2014-511X,37
2014-5462,5
2014-5993,20
2014-6000,45
2014-6418,33
2014-671X,19
2014-7910,96
2014-7996,29
2014-8100,15
2014-8801,88
2014-881X,106
2014-8860,81
2014-8992,67
2014-900X,12
2014-9018,21
2014-9298,37
2014-9727,30
2014-9751,66
2014-9832,105
2026-6294,20
2026-6596,19
2027-095X,38
2027-1034,315
2027-1131,19
2027-1174,67
2027-1182,67
2027-128X,51
2027-1352,60
2027-145X,59
2027-1743,29
2027-2103,35
2027-212X,74
2027-2448,20
2027-2731,34
2027-3355,45
2027-3444,85
2027-4688,42
2027-5137,63
2027-5153,33
2027-5331,32
2027-534X,132
2027-5358,66
2027-5366,39
2027-5374,129
2027-5382,63
2027-5579,17
2027-5846,47
2027-7458,19
2027-7679,87
2027-8284,40
2027-8306,51
2027-8918,64
2027-923X,19
2028-2559,85
2028-3997,124
2028-652X,75
2028-7925,42
2028-876X,432
2028-8913,19
2028-9626,35
2028-9987,17
2029-0225,29
2029-0454,50
2029-0470,7
2029-0551,184
2029-056X,11
2029-0578,74
2029-0586,18
2029-2058,57
2029-2074,28
2029-2139,84
2029-2244,41
2029-2252,246
2029-2341,284
2029-2775,21
2029-283X,79
2029-2872,109
2029-3208,25
2029-3569,8
2029-4174,91
2029-4239,41
2029-4433,190
2029-4573,43
2029-4913,168
2029-4921,168
2029-5731,455
2029-5812,36
2029-5820,7
2029-5839,192
2029-6169,48
2029-6223,66
2029-6320,49
2029-6339,33
2029-6894,36
2029-6983,243
2029-6991,62
2029-7009,62
2029-7017,74
2029-7025,128
2029-7033,3
2029-7149,11
2029-7181,42
2029-7203,50
2029-7289,314
2029-7424,28
2029-7491,58
2029-7564,27
2029-7947,95
2029-7955,95
2029-8234,24
2029-8315,22
2029-8447,16
2029-865X,13
2029-8668,13
2029-882X,62
2029-8838,62
2029-9001,30
2029-932X,50
2029-9370,192
2029-9826,36
2029-9923,11
2029-9958,13
2029-9966,18
2029-9990,99
2030-1006,53
2030-9902,16
2031-0226,22
2031-0234,79
2031-0242,41
2031-0293,99
2031-3098,36
2031-5929,48
2031-5937,93
2031-9525,89
2031-9703,22
2032-0043,22
2032-0442,34
2032-2844,123
2032-3913,84
2032-3921,128
2032-5355,92
2032-5371,41
2032-6904,12
2032-6912,12
2032-7471,46
2032-8192,6
2032-9253,45
2032-927X,26
2032-9377,20
2032-9393,16
2032-9407,30
2032-944X,10
2032-9504,24
2032-9806,51
2033-5385,70
2033-5393,42
2033-6403,145
2033-6772,145
2033-7485,50
2034-1954,22
2034-2098,15
2034-2101,22
2034-3515,62
2034-3523,62
2034-4643,37
2034-6395,20
2034-6441,33
2034-645X,45
2034-6468,30
2034-6476,14
2034-6506,61
2034-6786,24
2034-7634,107
2034-7642,107
2034-7650,87
2034-7669,87
2034-7871,27
2034-8800,27
2034-9130,86
2034-9378,8
2035-1755,3
2035-1763,3
2035-2468,27
2035-3006,208
2035-357X,111
2035-5106,138
2035-5114,138
2035-5262,68
2035-5556,11
2035-6005,3
2035-603X,97
2035-6137,8
2035-6994,62
2035-8008,488
2035-8148,16
2035-8164,90
2035-8237,90
2035-8253,16
2035-8377,63
2035-8385,63
2035-9411,64
2035-9969,92
2036-0886,7
2036-0924,4
2036-2579,13
2036-3176,42
2036-3605,153
2036-3613,153
2036-3877,64
2036-4040,196
2036-4091,64
2036-4555,135
2036-4601,68
2036-5063,119
2036-5071,196
2036-5438,42
2036-6590,664
2036-671X,42
2036-6779,42
2036-7392,27
2036-7406,27
2036-7414,16
2036-7422,16
2036-7430,61
2036-7449,61
2036-7457,45
2036-7465,45
2036-7473,16
2036-7481,16
2036-749X,60
2036-7503,60
2036-7511,21
2036-752X,21
2036-7902,133
2036-7996,3
2036-9913,66
2036-9921,66
2037-0156,31
2037-0164,31
2037-0830,36
2037-4631,319
2037-6731,60
2037-7355,91
2037-7363,157
2037-7452,101
2037-7460,135
2037-7649,91
2037-7657,157
2037-7851,81
2037-7908,13
2037-7916,13
2037-7924,88
2037-7932,88
2038-0305,34
2038-0909,42
2038-0925,137
2038-131X,165
2038-1344,22
2038-1379,22
2038-1719,115
2038-1948,29
2038-1956,29
2038-324X,71
2038-3274,34
2038-3312,165
2038-4815,86
2038-4947,13
2038-6699,31
2038-6702,31
2038-6745,122
2038-8306,156
2038-8314,4
2038-8322,71
2038-8330,71
2038-9442,12
2038-9493,1
2038-9507,1
2038-9515,2
2038-9523,2
2038-9531,2
2038-954X,2
2038-9574,8
2038-9582,8
2038-9639,3
2038-9647,3
2038-9655,10
2038-9663,10
2038-9698,66
2038-9701,66
2038-9922,53
2038-9930,53
2039-2117,5610
2039-2788,72
2039-4330,38
2039-4349,38
2039-4357,66
2039-4365,66
2039-4373,3
2039-4381,3
2039-439X,11
2039-4403,11
2039-4438,11
2039-4446,11
2039-4705,42
2039-4713,42
2039-4721,4
2039-473X,4
2039-4764,7
2039-4772,7
2039-5086,134
2039-5094,134
2039-6805,137
2039-6821,94
2039-7275,109
2039-7283,109
2039-9022,83
2039-9340,5636
2039-9383,72
2039-9391,83
2040-0551,30
2040-056X,48
2040-0578,23
2040-0586,29
2040-0594,104
2040-0616,189
2040-0705,86
2040-0721,5
2040-073X,5
2040-0837,25
2040-0845,25
2040-0896,52
2040-090X,84
2040-0918,77
2040-0926,79
2040-0934,69
2040-0993,21
2040-106X,56
2040-1078,56
2040-1116,396
2040-1388,41
2040-1744,244
2040-1752,244
2040-199X,84
2040-2058,1
2040-2066,20
2040-2244,191
2040-2252,27
2040-2260,27
2040-2295,74
2040-2309,17
2040-2317,74
2040-2392,178
2040-2457,105
2040-2465,96
2040-2503,880
2040-2511,880
2040-2570,29
2040-2589,107
2040-3232,77
2040-3240,54
2040-3275,60
2040-3283,60
2040-3313,123
2040-3321,123
2040-3364,6887
2040-3372,6887
2040-350X,122
2040-3518,122
2040-3526,82
2040-3534,82
2040-3550,38
2040-3569,38
2040-3585,88
2040-3593,88
2040-3607,63
2040-3615,63
2040-3658,89
2040-3666,89
2040-3682,45
2040-3690,45
2040-3704,6
2040-3712,6
2040-3801,148
2040-4166,62
2040-4182,82
2040-4190,64
2040-4344,60
2040-4352,51
2040-4417,49
2040-4425,43
2040-4468,66
2040-4476,66
2040-4565,10
2040-4689,74
2040-4697,61
2040-4700,91
2040-4719,91
2040-4786,39
2040-4867,410
2040-5111,38
2040-512X,38
2040-5669,58
2040-5677,46
2040-5790,157
2040-5804,157
2040-5960,141
2040-5979,141
2040-610X,99
2040-6118,99
2040-6134,37
2040-6142,37
2040-6207,83
2040-6215,83
2040-6223,70
2040-6231,70
2040-6738,1
2040-705X,1
2040-7122,61
2040-7149,158
2040-7211,66
2040-7378,23
2040-7459,1776
2040-7467,1776
2040-7505,5
2040-7939,221
2040-8005,42
2040-8021,73
2040-8056,76
2040-8064,76
2040-8072,976
2040-8153,53
2040-8269,193
2040-8447,1
2040-8528,47
2040-8706,62
2040-8749,68
2040-8765,6
2040-8773,6
2040-8978,1254
2040-8986,1254
2041-0387,1
2041-0484,11
2041-0492,11
2041-0611,46
2041-076X,11
2041-0778,11
2041-0980,210
2041-1006,138
2041-1022,77
2041-1286,179
2041-1448,211
2041-1480,166
2041-1618,175
2041-1723,9898
2041-1863,98
2041-1871,98
2041-2096,1
2041-210X,546
2041-2223,33
2041-2568,60
2041-2649,165
2041-2657,165
2041-2827,239
2041-2851,355
2041-2894,10
2041-2908,10
2041-2967,198
2041-2975,827
2041-2983,1043
2041-2991,456
2041-3009,185
2041-3017,313
2041-3025,645
2041-3033,337
2041-3041,217
2041-305X,422
2041-3068,131
2041-3076,271
2041-3084,128
2041-3092,58
2041-3106,9
2041-3114,9
2041-3122,10
2041-3130,150
2041-3149,222
2041-3238,8
2041-3246,8
2041-3335,73
2041-3599,33
2041-3831,10
2041-384X,10
2041-3866,44
2041-3874,44
2041-3882,7
2041-3890,7
2041-4005,78
2041-4013,78
2041-4099,386
2041-4102,42
2041-4137,169
2041-4145,169
2041-4161,92
2041-417X,92
2041-4196,93
2041-420X,93
2041-4722,332
2041-4730,22
2041-479X,275
2041-4803,113
2041-4811,40
2041-4889,1495
2041-4927,1017
2041-4943,75
2041-4951,43
2041-496X,105
2041-4978,73
2041-5990,311
2041-6008,311
2041-6520,2531
2041-6539,2531
2041-6695,193
2041-6792,213
2041-6806,213
2041-6938,40
2041-6946,40
2041-7136,71
2041-7314,75
2041-7365,81
2041-7764,339
2041-7772,339
2041-7942,129
2041-8205,374
2041-8213,1856
2041-8396,132
2041-8418,74
2041-8442,85
2041-868X,58
2041-8698,58
2041-8744,6
2041-8752,6
2041-9015,47
2041-9031,112
2041-904X,112
2041-9058,120
2041-9066,117
2041-9112,57
2041-9120,57
2041-9139,115
2041-9414,16
2041-9457,330
2041-9511,58
2041-952X,58
2041-9945,112
2042-003X,33
2042-0048,109
2042-0056,61
2042-0064,42
2042-0072,47
2042-0080,199
2042-0099,52
2042-0188,66
2042-0196,66
2042-0226,328
2042-0587,265
2042-0919,29
2042-0986,80
2042-0994,80
2042-1168,54
2042-1273,59
2042-1338,191
2042-1346,191
2042-1362,65
2042-1729,52
2042-1818,151
2042-1834,134
2042-1869,159
2042-1877,138
2042-2024,5
2042-2717,50
2042-3217,9
2042-3225,9
2042-3489,80
2042-3497,80
2042-3845,38
2042-3853,38
2042-3896,82
2042-4094,43
2042-4108,43
2042-4280,1
2042-4345,54
2042-4582,132
2042-4639,28
2042-4647,10
2042-4655,31
2042-4841,3
2042-485X,3
2042-4868,1226
2042-4876,1226
2042-4884,4
2042-5783,2
2042-5791,67
2042-5937,20
2042-5945,74
2042-5961,69
2042-6046,624
2042-6143,19
2042-6151,19
2042-6186,109
2042-6305,208
2042-6313,208
2042-6348,7
2042-6364,137
2042-6372,148
2042-6410,121
2042-6445,105
2042-6453,105
2042-6496,1345
2042-650X,1345
2042-6550,71
2042-6747,55
2042-6763,63
2042-678X,89
2042-6852,145
2042-6860,145
2042-6976,631
2042-6992,60
2042-7530,112
2042-7670,4860
2042-7689,298
2042-7808,67
2042-7816,67
2042-7824,134
2042-7832,134
2042-7875,11
2042-7883,5
2042-7891,76
2042-7905,54
2042-7913,58
2042-7921,58
2042-793X,47
2042-7948,34
2042-8022,29
2042-8030,18
2042-8189,202
2042-8308,106
2042-8812,554
2042-8855,40
2042-8863,40
2042-8898,219
2042-8901,219
2042-891X,135
2042-9738,67
2042-9746,67
2043-0116,232
2043-068X,16
2043-0701,60
2043-071X,36
2043-0779,12
2043-0787,12
2043-0795,72
2043-0809,72
2043-1015,19
2043-1023,19
2043-6106,123
2043-6238,53
2043-6262,231
2043-6289,603
2043-6386,76
2043-6394,76
2043-6858,149
2043-6866,111
2043-6874,143
2043-6882,101
2043-6920,11
2043-7129,58
2043-7854,9
2043-7862,9
2043-7897,223
2043-8087,114
2043-8206,197
2043-8214,197
2043-8257,55
2043-8265,55
2043-8346,7
2043-8354,7
2043-8567,132
2043-8575,132
2043-8621,27
2043-863X,27
2043-8648,17
2043-8656,17
2043-8869,35
2043-9032,15
2043-9040,15
2043-9083,218
2043-9113,42
2043-9377,106
2043-9903,80
2043-9911,80
2043-9989,64
2043-9997,64
2044-0065,288
2044-0073,59
2044-0081,59
2044-0138,87
2044-0146,87
2044-0243,72
2044-0251,72
2044-0375,349
2044-0456,92
2044-0588,175
2044-0839,31
2044-124X,103
2044-1266,61
2044-1282,116
2044-1398,70
2044-1983,71
2044-2041,108
2044-205X,108
2044-2084,9
2044-2394,133
2044-2416,100
2044-2424,100
2044-2432,1
2044-2440,1
2044-2459,10
2044-2467,10
2044-2513,111
2044-2521,111
2044-2556,198
2044-2696,650
2044-2823,52
2044-2831,35
2044-3706,54
2044-3714,50
2044-3722,43
2044-3730,187
2044-396X,88
2044-3978,68
2044-3994,93
2044-4001,93
2044-4044,108
2044-4052,139
2044-4087,76
2044-4095,2
2044-4362,49
2044-4648,124
2044-4753,2043
2044-4761,2043
2044-4893,67
2044-4907,67
2044-494X,15
2044-4958,15
2044-5040,114
2044-5210,15
2044-5229,15
2044-5326,1317
2044-5385,345
2044-5415,569
2044-5423,569
2044-5504,69
2044-5911,238
2044-592X,238
2044-6055,4721
2044-7248,110
2044-7663,50
2044-7671,50
2044-768X,406
2044-8414,199
2044-8422,41
2044-8430,16
2044-8783,5
2044-9038,111
2044-9046,100
2044-9437,47
2044-9860,63
2045-0044,80
2045-0052,144
2045-0621,248
2045-0648,401
2045-0664,49
2045-080X,89
2045-0869,104
2045-0877,104
2045-0885,102
2045-0893,102
2045-0907,143
2045-0915,143
2045-0923,123
2045-0931,123
2045-1059,52
2045-1067,52
2045-1253,126
2045-1261,126
2045-1393,90
2045-1407,90
2045-175X,35
2045-1768,35
2045-2098,313
2045-2101,74
2045-2322,36033
2045-239X,106
2045-2403,48
2045-2543,181
2045-290X,73
2045-2918,73
2045-3272,46
2045-3329,64
2045-3701,213
2045-3817,69
2045-3825,69
2045-4015,172
2045-4147,116
2045-435X,1357
2045-4368,1357
2045-4457,55
2045-452X,415
2045-4538,415
2045-4740,42
2045-4813,119
2045-4821,119
2045-5224,9
2045-5275,64
2045-5380,19
2045-5836,71
2045-5844,63
2045-5852,65
2045-5860,56
2045-5879,100
2045-5895,61
2045-5909,61
2045-6271,28
2045-628X,28
2045-6298,58
2045-6301,36
2045-6441,218
2045-7022,778
2045-709X,145
2045-757X,5
2045-7634,786
2045-7723,350
2045-7758,1733
2045-7804,47
2045-7812,47
2045-7960,288
2045-7979,288
2045-8118,204
2045-824X,39
2045-8827,276
2045-8932,266
2045-8940,266
2045-9769,28
2045-9807,113
2045-9815,113
2045-9831,79
2045-984X,79
2045-9858,80
2045-9866,80
2045-9912,75
2045-9920,58
2045-9939,58
2046-0147,135
2046-0155,135
2046-0236,104
2046-0252,105
2046-0430,77
2046-0481,78
2046-0546,100
2046-0554,100
2046-1348,16
2046-1402,2069
2046-147X,60
2046-1488,60
2046-1682,34
2046-1798,1
2046-1879,49
2046-1887,49
2046-2069,34914
2046-2166,46
2046-2174,46
2046-2336,862
2046-2344,862
2046-2395,10
2046-2441,283
2046-2484,246
2046-2530,142
2046-2913,68
2046-3162,76
2046-3332,11
2046-3359,2
2046-3375,33
2046-3383,33
2046-3391,30
2046-3405,30
2046-3626,5
2046-3707,14
2046-3715,7
2046-3723,31
2046-3758,165
2046-3820,55
2046-3839,55
2046-4053,553
2046-4177,44
2046-4533,21
2046-4541,21
2046-4568,20
2046-469X,30
2046-4770,62
2046-4789,62
2046-4924,273
2046-5114,3
2046-5556,21
2046-5726,46
2046-5734,46
2046-6056,62
2046-6099,65
2046-6390,551
2046-6692,57
2046-6706,48
2046-6749,70
2046-6854,65
2046-7060,52
2046-7435,138
2046-7443,104
2046-7648,214
2046-8083,57
2046-8091,57
2046-8253,81
2046-8954,157
2046-9012,137
2046-9047,211
2046-9055,211
2046-9063,14
2046-9128,46
2046-9136,46
2046-9187,7
2046-9292,39
2046-9861,55
2046-987X,55
2047-0525,56
2047-0533,16
2047-0584,391
2047-0770,206
2047-0789,206
2047-0894,49
2047-1025,100
2047-1033,100
2047-1238,45
2047-1424,11
2047-1432,11
2047-1440,34
2047-1734,61
2047-2153,144
2047-217X,176
2047-2382,79
2047-2404,1012
2047-2412,1014
2047-2501,26
2047-2870,32
2047-2897,249
2047-2919,441
2047-2978,153
2047-2986,153
2047-2994,529
2047-3087,142
2047-3869,102
2047-3877,102
2047-4806,166
2047-4814,166
2047-4830,623
2047-4849,623
2047-4873,499
2047-4881,499
2047-4938,75
2047-4946,75
2047-4954,95
2047-4962,95
2047-4970,62
2047-4989,62
2047-6094,83
2047-6302,266
2047-6361,25
2047-6396,173
2047-6426,28
2047-6523,91
2047-6841,77
2047-685X,77
2047-6930,46
2047-6965,57
2047-6973,57
2047-718X,25
2047-7236,89
2047-7244,56
2047-7252,56
2047-7368,92
2047-7376,92
2047-7414,62
2047-7422,62
2047-7473,199
2047-7538,244
2047-7708,68
2047-7716,64
2047-7724,170
2047-7732,170
2047-783X,248
2047-8720,61
2047-8844,115
2047-8917,626
2047-8933,708
2047-8941,717
2047-895X,604
2047-8968,701
2047-8976,892
2047-8984,789
2047-8992,200
2047-900X,854
2047-9018,8874
2047-9077,88
2047-9093,12
2047-9158,74
2047-9336,82
2047-9433,77
2047-9441,39
2047-945X,2
2047-9468,47
2047-9476,22
2047-9700,120
2047-9719,120
2047-9816,106
2047-9867,268
2047-9921,18
2047-993X,32
2047-9956,1934
2047-9964,1934
2047-9980,1420
2048-0040,27
2048-0091,272
2048-0717,55
2048-0792,41
2048-0849,35
2048-1322,42
2048-2175,10
2048-2183,10
2048-2361,7
2048-237X,7
2048-2906,51
2048-3694,52
2048-397X,305
2048-3988,87
2048-4003,131
2048-4011,507
2048-402X,157
2048-4038,206
2048-4046,85
2048-4054,170
2048-4062,155
2048-4070,223
2048-4151,3
2048-4194,60
2048-4720,6
2048-4739,6
2048-481X,58
2048-4887,96
2048-6790,142
2048-6928,38
2048-7010,76
2048-7177,344
2048-7193,346
2048-7207,346
2048-7703,59
2048-7754,176
2048-7827,49
2048-8343,287
2048-8378,41
2048-8386,41
2048-8432,42
2048-8440,42
2048-8459,52
2048-8467,52
2048-8505,436
2048-8513,436
2048-8696,33
2048-8726,303
2048-8734,303
2048-9129,34
2048-9137,34
2048-9145,102
2048-9153,102
2048-9161,18
2048-917X,18
2049-0801,628
2049-0887,36
2049-0895,36
2049-0909,21
2049-0917,21
2049-1115,280
2049-1123,76
2049-1220,67
2049-1239,67
2049-1255,121
2049-1565,11
2049-1573,94
2049-1891,186
2049-1948,182
2049-1956,17
2049-1999,149
2049-2340,33
2049-257X,31
2049-2618,196
2049-2790,36
2049-2804,36
2049-3002,160
2049-3010,60
2049-3029,46
2049-3169,92
2049-324X,21
2049-3258,242
2049-3355,41
2049-3614,117
2049-3630,1
2049-372X,56
2049-3967,131
2049-3983,43
2049-4041,35
2049-405X,35
2049-4092,19
2049-4173,224
2049-419X,3
2049-4327,11
2049-4394,935
2049-4408,27
2049-4459,37
2049-4637,92
2049-4645,92
2049-5323,140
2049-5331,140
2049-5358,51
2049-5404,46
2049-5838,127
2049-5846,127
2049-5919,160
2049-5986,35
2049-5994,35
2049-6060,35
2049-632X,377
2049-6427,30
2049-6494,49
2049-6613,59
2049-6699,54
2049-6702,54
2049-6710,27
2049-6729,48
2049-6737,48
2049-6745,37
2049-6753,37
2049-677X,81
2049-6788,81
2049-680X,382
2049-6869,3
2049-6958,149
2049-7040,57
2049-7113,59
2049-7121,59
2049-7156,6
2049-7547,20
2049-7555,36
2049-7563,36
2049-761X,32
2049-7628,32
2049-7636,57
2049-775X,115
2049-7768,64
2049-7776,162
2049-7784,95
2049-7792,108
2049-7962,9
2049-8128,32
2049-8411,7
2049-842X,7
2049-8470,184
2049-8489,184
2049-8535,58
2049-8543,66
2049-8608,114
2049-8675,111
2049-8683,45
2049-8691,45
2049-8764,43
2049-8772,43
2049-8799,67
2049-887X,59
2049-8888,59
2049-9256,18
2049-9280,13
2049-9361,26
2049-937X,26
2049-9434,598
2049-9442,598
2049-9450,849
2049-9469,849
2049-9531,69
2049-9647,91
2049-9752,18
2049-9957,219
2050-0068,114
2050-0386,130
2050-0467,53
2050-0475,53
2050-0483,26
2050-0491,26
2050-0505,114
2050-0521,104
2050-0688,63
2050-0696,63
2050-070X,44
2050-0718,36
2050-0726,81
2050-0734,81
2050-0742,66
2050-0750,58
2050-084X,2880
2050-0866,14
2050-0874,1
2050-0904,696
2050-103X,85
2050-1048,85
2050-1161,122
2050-120X,6
2050-1218,7
2050-1242,92
2050-1250,92
2050-1315,394
2050-1323,9
2050-1412,2
2050-1560,50
2050-1579,100
2050-1587,100
2050-1684,167
2050-1692,167
2050-1706,106
2050-1714,106
2050-2273,2
2050-2281,35
2050-229X,35
2050-2389,7
2050-2680,132
2050-2729,48
2050-2877,68
2050-2885,68
2050-2966,16
2050-2974,302
2050-2982,62
2050-2990,62
2050-3032,105
2050-3040,105
2050-3121,235
2050-313X,115
2050-3245,5
2050-3318,51
2050-3326,51
2050-3369,37
2050-3377,60
2050-3385,96
2050-3393,9
2050-3407,9
2050-3636,65
2050-3644,65
2050-3679,38
2050-3717,513
2050-3806,122
2050-3911,567
2050-3954,73
2050-3962,73
2050-4039,43
2050-4047,36
2050-4322,33
2050-4330,33
2050-4349,138
2050-4357,138
2050-4365,20
2050-4373,20
2050-4381,32
2050-439X,32
2050-4527,122
2050-4551,47
2050-4578,96
2050-4586,76
2050-4594,77
2050-4608,48
2050-4616,149
2050-4721,113
2050-473X,113
2050-4802,61
2050-4810,61
2050-4837,64
2050-4845,64
2050-490X,12
2050-4918,18
2050-5086,18
2050-5094,90
2050-5280,79
2050-5698,651
2050-5701,651
2050-571X,102
2050-5728,102
2050-5736,267
2050-5833,71
2050-5868,160
2050-5884,68
2050-6120,131
2050-6171,6
2050-6201,102
2050-6252,96
2050-6260,96
2050-6325,52
2050-6333,52
2050-6406,368
2050-6414,368
2050-6511,287
2050-6988,41
2050-6996,41
2050-7003,92
2050-7038,462
2050-7283,161
2050-7445,114
2050-7488,8146
2050-7496,8146
2050-750X,3090
2050-7518,3090
2050-7526,4565
2050-7534,4565
2050-7771,80
2050-778X,47
2050-7828,97
2050-7836,97
2050-7887,750
2050-7895,750
2050-8549,146
2050-8557,316
2050-8719,456
2050-8727,44
2050-8735,44
2050-8794,98
2050-8824,66
2050-8840,47
2050-8859,47
2050-8999,39
2050-9006,28
2050-9065,156
2050-9197,62
2050-957X,152
2050-9790,80
2050-9804,71
2050-9863,20
2050-9928,63
2050-9936,63
2051-0136,27
2051-0144,27
2051-0500,33
2051-0519,33
2051-0845,1
2051-0888,16
2051-1310,120
2051-1329,121
2051-1426,1063
2051-1434,211
2051-1787,32
2051-1795,32
2051-1817,21
2051-1825,21
2051-2821,105
2051-2856,63
2051-2864,63
2051-2996,103
2051-3305,193
2051-333X,15
2051-3380,173
2051-3429,100
2051-3437,100
2051-3615,14
2051-3623,221
2051-364X,92
2051-3658,92
2051-3895,165
2051-3933,96
2051-4158,299
2051-4166,299
2051-4190,34
2051-4220,42
2051-4263,1
2051-4530,29
2051-4549,29
2051-4700,127
2051-5367,86
2051-5375,117
2051-5553,94
2051-5561,94
2051-557X,107
2051-5707,79
2051-5804,43
2051-5847,5
2051-5855,5
2051-5960,399
2051-6037,14
2051-6150,50
2051-6169,163
2051-6177,81
2051-6185,80
2051-6193,52
2051-6207,29
2051-6223,47
2051-6231,21
2051-6347,278
2051-6355,278
2051-6452,45
2051-6614,64
2051-6673,50
2051-672X,138
2051-6770,85
2051-6789,85
2051-6800,17
2051-6819,17
2051-6967,206
2051-7025,34
2051-7033,34
2051-7041,69
2051-7068,66
2051-7076,41
2051-7084,50
2051-7092,20
2051-7106,63
2051-7114,63
2051-7122,26
2051-7130,26
2051-7483,24
2051-7580,254
2051-7599,189
2051-7726,44
2051-784X,1
2051-7858,1
2051-803X,163
2051-8153,313
2051-8161,313
2051-817X,1111
2051-8196,77
2051-820X,77
2051-8218,53
2051-8226,53
2051-8234,17
2051-8293,2
2051-8315,44
2051-8757,52
2051-8803,35
2051-8811,35
2051-9672,30
2051-9680,30
2051-9699,28
2051-9702,28
2051-9710,33
2051-9729,33
2051-9788,109
2051-9842,102
2052-0034,209
2052-0204,50
2052-0212,43
2052-0336,55
2052-0344,55
2052-0352,31
2052-0360,31
2052-0468,334
2052-0492,193
2052-0573,182
2052-0875,10
2052-112X,32
2052-1219,952
2052-1472,472
2052-1553,485
2052-1707,257
2052-1731,80
2052-174X,177
2052-1839,67
2052-1847,133
2052-1871,24
2052-2002,12
2052-2010,12
2052-2207,389
2052-2215,504
2052-2525,200
2052-2614,111
2052-2622,111
2052-2630,63
2052-2649,63
2052-2800,229
2052-2819,1081
2052-2827,324
2052-2835,332
2052-2843,273
2052-2851,50
2052-286X,286
2052-2878,425
2052-2894,171
2052-2908,390
2052-2916,398
2052-2924,374
2052-2932,516
2052-2940,341
2052-2959,260
2052-2975,272
2052-3211,187
2052-3289,119
2052-336X,259
2052-3378,5
2052-3386,5
2052-3467,26
2052-353X,29
2052-3548,29
2052-3556,5
2052-3564,5
2052-3815,66
2052-3890,18
2052-3963,9
2052-3971,40
2052-398X,40
2052-3998,55
2052-4013,17
2052-4129,785
2052-417X,22
2052-4188,22
2052-4293,116
2052-4307,469
2052-434X,12
2052-4358,13
2052-4374,153
2052-4412,57
2052-4420,385
2052-4439,106
2052-4463,253
2052-448X,25
2052-4587,427
2052-4609,528
2052-465X,200
2052-4889,26
